,Parent_Count,Char_Count,Main_Tag,Main_Tag_Char_Count,Main_Tag_Name,Main_Tag_Attributes,Tag_Count_html:form,Tag_Count_html:img,Tag_Count_html:body,Tag_Count_html:link,Tag_Count_html:head,Tag_Count_html:html,Tag_Count_html:meta,Tag_Count_html:div,Tag_Count_html:style,Tag_Count_html:a,Tag_Count_html:input,Tag_Count_html:span,Tag_Count_html:br,Tag_Count_html:title,Tag_Count_html:script,Attr_readonly,Attr_lang,Attr_content,Attr_href,Attr_rel,Attr_type,Attr_src,Attr_id,Attr_class,Attr_value,Attr_action,Attr_method,Attr_name,Attr_autocomplete,Attr_style,Attr_target,Attr_alt
0,0,16423,"<html:html xmlns:html=""http://www.w3.org/1999/xhtml"" lang=""en"" xml:lang=""en"">",77,html:html,"['lang=""en""']",2,5,1,6,1,1,1,16,2,6,8,2,1,1,16,,en,,,,,,,,,,,,,,,
1,1,2851,"<html:head xmlns:html=""http://www.w3.org/1999/xhtml"">",53,html:head,[],0,0,0,6,1,0,1,0,0,0,0,0,0,1,13,,,,,,,,,,,,,,,,,
2,2,78,"<html:title xmlns:html=""http://www.w3.org/1999/xhtml"">",54,html:title,[],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,
3,2,118,"<html:meta xmlns:html=""http://www.w3.org/1999/xhtml"" content=""text/html; charset=utf-8"" http-equiv=""Content-Type"" />",116,html:meta,"['content=""text/html; charset=utf-8""']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,text/html; charset=utf-8,,,,,,,,,,,,,,
4,2,180,"<html:link xmlns:html=""http://www.w3.org/1999/xhtml"" href=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/images/favicon.ico"" rel=""shortcut icon"" />",176,html:link,"['href=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/images/favicon.ico""', 'rel=""shortcut icon""']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/images/favicon.ico,shortcut icon,,,,,,,,,,,,
5,2,186,"<html:link xmlns:html=""http://www.w3.org/1999/xhtml"" href=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/css/reset.css"" rel=""stylesheet"" type=""text/css"" />",184,html:link,"['href=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/css/reset.css""', 'rel=""stylesheet""', 'type=""text/css""']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/css/reset.css,stylesheet,text/css,,,,,,,,,,,
6,2,187,"<html:link xmlns:html=""http://www.w3.org/1999/xhtml"" href=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/css/tipTip.css"" rel=""stylesheet"" type=""text/css"" />",185,html:link,"['href=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/css/tipTip.css""', 'rel=""stylesheet""', 'type=""text/css""']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/css/tipTip.css,stylesheet,text/css,,,,,,,,,,,
7,2,211,"<html:link xmlns:html=""http://www.w3.org/1999/xhtml"" href=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/css/jquery/jquery-ui-1.8.21.custom.css"" rel=""stylesheet"" type=""text/css"" />",209,html:link,"['href=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/css/jquery/jquery-ui-1.8.21.custom.css""', 'rel=""stylesheet""', 'type=""text/css""']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/css/jquery/jquery-ui-1.8.21.custom.css,stylesheet,text/css,,,,,,,,,,,
8,2,209,"<html:link xmlns:html=""http://www.w3.org/1999/xhtml"" href=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/css/jquery/jquery.autocomplete.css"" rel=""stylesheet"" type=""text/css"" />",205,html:link,"['href=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/css/jquery/jquery.autocomplete.css""', 'rel=""stylesheet""', 'type=""text/css""']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/css/jquery/jquery.autocomplete.css,stylesheet,text/css,,,,,,,,,,,
9,2,185,"<html:link xmlns:html=""http://www.w3.org/1999/xhtml"" href=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/css/main.css"" rel=""stylesheet"" type=""text/css"" />",183,html:link,"['href=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/css/main.css""', 'rel=""stylesheet""', 'type=""text/css""']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/css/main.css,stylesheet,text/css,,,,,,,,,,,
10,2,178,"<html:script xmlns:html=""http://www.w3.org/1999/xhtml"" src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/jquery/jquery-1.7.2.min.js"" type=""text/javascript"" />",176,html:script,"['src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/jquery/jquery-1.7.2.min.js""', 'type=""text/javascript""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,text/javascript,/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/jquery/jquery-1.7.2.min.js,,,,,,,,,,
11,2,186,"<html:script xmlns:html=""http://www.w3.org/1999/xhtml"" src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/jquery/validate/jquery.validate.js"" type=""text/javascript"" />",184,html:script,"['src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/jquery/validate/jquery.validate.js""', 'type=""text/javascript""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,text/javascript,/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/jquery/validate/jquery.validate.js,,,,,,,,,,
12,2,176,"<html:script xmlns:html=""http://www.w3.org/1999/xhtml"" src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/jquery/jquery.ui.core.js"" type=""text/javascript"" />",174,html:script,"['src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/jquery/jquery.ui.core.js""', 'type=""text/javascript""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,text/javascript,/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/jquery/jquery.ui.core.js,,,,,,,,,,
13,2,181,"<html:script xmlns:html=""http://www.w3.org/1999/xhtml"" src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/jquery/jquery.autocomplete.js"" type=""text/javascript"" />",179,html:script,"['src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/jquery/jquery.autocomplete.js""', 'type=""text/javascript""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,text/javascript,/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/jquery/jquery.autocomplete.js,,,,,,,,,,
14,2,177,"<html:script xmlns:html=""http://www.w3.org/1999/xhtml"" src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/orangehrm.autocomplete.js"" type=""text/javascript"" />",175,html:script,"['src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/orangehrm.autocomplete.js""', 'type=""text/javascript""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,text/javascript,/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/orangehrm.autocomplete.js,,,,,,,,,,
15,2,182,"<html:script xmlns:html=""http://www.w3.org/1999/xhtml"" src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/jquery/jquery.ui.datepicker.js"" type=""text/javascript"" />",180,html:script,"['src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/jquery/jquery.ui.datepicker.js""', 'type=""text/javascript""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,text/javascript,/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/jquery/jquery.ui.datepicker.js,,,,,,,,,,
16,2,173,"<html:script xmlns:html=""http://www.w3.org/1999/xhtml"" src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/jquery/jquery.form.js"" type=""text/javascript"" />",171,html:script,"['src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/jquery/jquery.form.js""', 'type=""text/javascript""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,text/javascript,/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/jquery/jquery.form.js,,,,,,,,,,
17,2,184,"<html:script xmlns:html=""http://www.w3.org/1999/xhtml"" src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/jquery/jquery.tipTip.minified.js"" type=""text/javascript"" />",182,html:script,"['src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/jquery/jquery.tipTip.minified.js""', 'type=""text/javascript""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,text/javascript,/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/jquery/jquery.tipTip.minified.js,,,,,,,,,,
18,2,177,"<html:script xmlns:html=""http://www.w3.org/1999/xhtml"" src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/jquery/bootstrap-modal.js"" type=""text/javascript"" />",175,html:script,"['src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/jquery/bootstrap-modal.js""', 'type=""text/javascript""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,text/javascript,/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/jquery/bootstrap-modal.js,,,,,,,,,,
19,2,181,"<html:script xmlns:html=""http://www.w3.org/1999/xhtml"" src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/jquery/jquery.clickoutside.js"" type=""text/javascript"" />",179,html:script,"['src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/jquery/jquery.clickoutside.js""', 'type=""text/javascript""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,text/javascript,/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/jquery/jquery.clickoutside.js,,,,,,,,,,
20,2,173,"<html:script xmlns:html=""http://www.w3.org/1999/xhtml"" src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/orangehrm.validate.js"" type=""text/javascript"" />",171,html:script,"['src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/orangehrm.validate.js""', 'type=""text/javascript""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,text/javascript,/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/orangehrm.validate.js,,,,,,,,,,
21,2,162,"<html:script xmlns:html=""http://www.w3.org/1999/xhtml"" src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/archive.js"" type=""text/javascript"" />",160,html:script,"['src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/archive.js""', 'type=""text/javascript""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,text/javascript,/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/archive.js,,,,,,,,,,
22,2,180,"<html:script xmlns:html=""http://www.w3.org/1999/xhtml"" src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/orangehrm.marketplace.js"" type=""text/javascript"" />",174,html:script,"['src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/orangehrm.marketplace.js""', 'type=""text/javascript""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,text/javascript,/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/js/orangehrm.marketplace.js,,,,,,,,,,
23,1,13565,"<html:body xmlns:html=""http://www.w3.org/1999/xhtml"">",53,html:body,[],2,5,1,0,0,0,0,16,2,6,8,2,1,0,3,,,,,,,,,,,,,,,,,
24,2,9927,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" id=""wrapper"">",65,html:div,"['id=""wrapper""']",2,5,0,0,0,0,0,16,2,6,8,2,1,0,2,,,,,,,,wrapper,,,,,,,,,
25,3,9888,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" id=""content"">",65,html:div,"['id=""content""']",2,5,0,0,0,0,0,15,2,6,8,2,1,0,2,,,,,,,,content,,,,,,,,,
26,4,3439,"<html:style xmlns:html=""http://www.w3.org/1999/xhtml"" type=""text/css"">",70,html:style,"['type=""text/css""']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,text/css,,,,,,,,,,,
27,4,177,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"">",52,html:div,[],0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,
28,5,152,"<html:input xmlns:html=""http://www.w3.org/1999/xhtml"" class=""loginSuccessMessage"" id=""loginSuccessMessage"" readonly=""readonly"" type=""text"" value="""" />",150,html:input,"['class=""loginSuccessMessage""', 'id=""loginSuccessMessage""', 'readonly=""readonly""', 'type=""text""', 'value=""""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,readonly,,,,,text,,loginSuccessMessage,loginSuccessMessage,,,,,,,,
29,4,1465,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" id=""divLogin"">",66,html:div,"['id=""divLogin""']",1,1,0,0,0,0,0,8,0,1,7,2,0,0,0,,,,,,,,divLogin,,,,,,,,,
30,5,197,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" id=""divLogo"">",65,html:div,"['id=""divLogo""']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,divLogo,,,,,,,,,
31,6,159,"<html:img xmlns:html=""http://www.w3.org/1999/xhtml"" src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/images/login/logo.png"" />",157,html:img,"['src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/images/login/logo.png""']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/images/login/logo.png,,,,,,,,,,
32,5,1271,"<html:form xmlns:html=""http://www.w3.org/1999/xhtml"" action=""/orangehrm-4.3.1/symfony/web/index.php/auth/validateCredentials"" id=""frmLogin"" method=""post"">",154,html:form,"['action=""/orangehrm-4.3.1/symfony/web/index.php/auth/validateCredentials""', 'id=""frmLogin""', 'method=""post""']",1,0,0,0,0,0,0,6,0,1,7,2,0,0,0,,,,,,,,frmLogin,,,/orangehrm-4.3.1/symfony/web/index.php/auth/validateCredentials,post,,,,,
33,6,88,"<html:input xmlns:html=""http://www.w3.org/1999/xhtml"" name=""actionID"" type=""hidden"" />",86,html:input,"['name=""actionID""', 'type=""hidden""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,hidden,,,,,,,actionID,,,,
34,6,138,"<html:input xmlns:html=""http://www.w3.org/1999/xhtml"" id=""hdnUserTimeZoneOffset"" name=""hdnUserTimeZoneOffset"" type=""hidden"" value=""0"" />",136,html:input,"['id=""hdnUserTimeZoneOffset""', 'name=""hdnUserTimeZoneOffset""', 'type=""hidden""', 'value=""0""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,hidden,,hdnUserTimeZoneOffset,,0,,,hdnUserTimeZoneOffset,,,,
35,6,117,"<html:input xmlns:html=""http://www.w3.org/1999/xhtml"" id=""installation"" name=""installation"" type=""hidden"" value="""" />",117,html:input,"['id=""installation""', 'name=""installation""', 'type=""hidden""', 'value=""""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,hidden,,installation,,,,,installation,,,,
36,6,146,"<html:input xmlns:html=""http://www.w3.org/1999/xhtml"" id=""csrf_token"" name=""_csrf_token"" type=""hidden"" value=""1092183fe48c6b8e0419c639543a39d6"" />",146,html:input,"['id=""csrf_token""', 'name=""_csrf_token""', 'type=""hidden""', 'value=""1092183fe48c6b8e0419c639543a39d6""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,hidden,,csrf_token,,1092183fe48c6b8e0419c639543a39d6,,,_csrf_token,,,,
37,6,99,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" id=""logInPanelHeading"">",75,html:div,"['id=""logInPanelHeading""']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,logInPanelHeading,,,,,,,,,
38,6,225,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" class=""textInputContainer"" id=""divUsername"">",96,html:div,"['class=""textInputContainer""', 'id=""divUsername""']",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,,,,,,,,divUsername,textInputContainer,,,,,,,,
39,7,104,"<html:input xmlns:html=""http://www.w3.org/1999/xhtml"" id=""txtUsername"" name=""txtUsername"" type=""text"" />",104,html:input,"['id=""txtUsername""', 'name=""txtUsername""', 'type=""text""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,text,,txtUsername,,,,,txtUsername,,,,
40,7,93,"<html:span xmlns:html=""http://www.w3.org/1999/xhtml"" class=""form-hint"">",71,html:span,"['class=""form-hint""']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,form-hint,,,,,,,,
41,6,248,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" class=""textInputContainer"" id=""divPassword"">",96,html:div,"['class=""textInputContainer""', 'id=""divPassword""']",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,,,,,,,,divPassword,textInputContainer,,,,,,,,
42,7,127,"<html:input xmlns:html=""http://www.w3.org/1999/xhtml"" autocomplete=""off"" id=""txtPassword"" name=""txtPassword"" type=""password"" />",127,html:input,"['autocomplete=""off""', 'id=""txtPassword""', 'name=""txtPassword""', 'type=""password""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,password,,txtPassword,,,,,txtPassword,off,,,
43,7,93,"<html:span xmlns:html=""http://www.w3.org/1999/xhtml"" class=""form-hint"">",71,html:span,"['class=""form-hint""']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,form-hint,,,,,,,,
44,6,78,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" id=""divLoginHelpLink"" />",76,html:div,"['id=""divLoginHelpLink""']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,divLoginHelpLink,,,,,,,,,
45,6,174,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" id=""divLoginButton"">",72,html:div,"['id=""divLoginButton""']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,,,,,,divLoginButton,,,,,,,,,
46,7,129,"<html:input xmlns:html=""http://www.w3.org/1999/xhtml"" class=""button"" id=""btnLogin"" name=""Submit"" type=""submit"" value=""LOGIN"" />",127,html:input,"['class=""button""', 'id=""btnLogin""', 'name=""Submit""', 'type=""submit""', 'value=""LOGIN""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,submit,,btnLogin,button,LOGIN,,,Submit,,,,
47,6,207,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" id=""forgotPasswordLink"">",76,html:div,"['id=""forgotPasswordLink""']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,forgotPasswordLink,,,,,,,,,
48,7,158,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" href=""/orangehrm-4.3.1/symfony/web/index.php/auth/requestPasswordResetCode"">",126,html:a,"['href=""/orangehrm-4.3.1/symfony/web/index.php/auth/requestPasswordResetCode""']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,/orangehrm-4.3.1/symfony/web/index.php/auth/requestPasswordResetCode,,,,,,,,,,,,,
49,4,1125,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" style=""text-align: center"">",79,html:div,"['style=""text-align: center""']",1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,,,,,,,,,,,,,,,text-align: center,,
50,5,270,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" style=""text-align: center;padding: 10px;"">",94,html:div,"['style=""text-align: center;padding: 10px;""']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,text-align: center;padding: 10px;,,
51,6,203,"<html:form xmlns:html=""http://www.w3.org/1999/xhtml"" action=""/orangehrm-4.3.1/symfony/web/index.php/openidauth/openIdCredentials"" id=""openIDForm"" method=""post"" style=""text-align: center"">",187,html:form,"['action=""/orangehrm-4.3.1/symfony/web/index.php/openidauth/openIdCredentials""', 'id=""openIDForm""', 'method=""post""', 'style=""text-align: center""']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,openIDForm,,,/orangehrm-4.3.1/symfony/web/index.php/openidauth/openIdCredentials,post,,,text-align: center,,
52,5,264,"<html:style xmlns:html=""http://www.w3.org/1999/xhtml"">",54,html:style,[],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
53,5,623,"<html:script xmlns:html=""http://www.w3.org/1999/xhtml"" type=""text/javascript"">",78,html:script,"['type=""text/javascript""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,text/javascript,,,,,,,,,,,
54,4,1267,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" id=""footer"">",64,html:div,"['id=""footer""']",0,4,0,0,0,0,0,3,0,5,0,0,1,0,0,,,,,,,,footer,,,,,,,,,
55,5,225,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"">",52,html:div,[],0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,
56,6,73,"<html:br xmlns:html=""http://www.w3.org/1999/xhtml"" />",53,html:br,[],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,
57,6,145,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" href=""http://www.orangehrm.com"" target=""_blank"">",98,html:a,"['href=""http://www.orangehrm.com""', 'target=""_blank""']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,http://www.orangehrm.com,,,,,,,,,,,,_blank,
58,5,1047,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" id=""social-icons"">",70,html:div,"['id=""social-icons""']",0,4,0,0,0,0,0,1,0,4,0,0,0,0,0,,,,,,,,social-icons,,,,,,,,,
59,6,294,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" href=""http://www.linkedin.com/groups?home=&amp;gid=891077"" target=""_blank"">",125,html:a,"['href=""http://www.linkedin.com/groups?home=&amp;gid=891077""', 'target=""_blank""']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,http://www.linkedin.com/groups?home=&amp;gid=891077,,,,,,,,,,,,_blank,
60,7,192,"<html:img xmlns:html=""http://www.w3.org/1999/xhtml"" alt=""LinkedIn OrangeHRM group"" src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/images/login/linkedin.png"" />",192,html:img,"['alt=""LinkedIn OrangeHRM group""', 'src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/images/login/linkedin.png""']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/images/login/linkedin.png,,,,,,,,,,LinkedIn OrangeHRM group
61,6,273,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" href=""http://www.facebook.com/OrangeHRM"" target=""_blank"">",107,html:a,"['href=""http://www.facebook.com/OrangeHRM""', 'target=""_blank""']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,http://www.facebook.com/OrangeHRM,,,,,,,,,,,,_blank,
62,7,189,"<html:img xmlns:html=""http://www.w3.org/1999/xhtml"" alt=""OrangeHRM on Facebook"" src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/images/login/facebook.png"" />",189,html:img,"['alt=""OrangeHRM on Facebook""', 'src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/images/login/facebook.png""']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/images/login/facebook.png,,,,,,,,,,OrangeHRM on Facebook
63,6,265,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" href=""http://twitter.com/orangehrm"" target=""_blank"">",102,html:a,"['href=""http://twitter.com/orangehrm""', 'target=""_blank""']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,http://twitter.com/orangehrm,,,,,,,,,,,,_blank,
64,7,186,"<html:img xmlns:html=""http://www.w3.org/1999/xhtml"" alt=""OrangeHRM on twitter"" src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/images/login/twiter.png"" />",186,html:img,"['alt=""OrangeHRM on twitter""', 'src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/images/login/twiter.png""']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/images/login/twiter.png,,,,,,,,,,OrangeHRM on twitter
65,6,270,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" href=""http://www.youtube.com/orangehrm"" target=""_blank"">",106,html:a,"['href=""http://www.youtube.com/orangehrm""', 'target=""_blank""']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,http://www.youtube.com/orangehrm,,,,,,,,,,,,_blank,
66,7,187,"<html:img xmlns:html=""http://www.w3.org/1999/xhtml"" alt=""OrangeHRM on youtube"" src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/images/login/youtube.png"" />",187,html:img,"['alt=""OrangeHRM on youtube""', 'src=""/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/images/login/youtube.png""']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,/orangehrm-4.3.1/symfony/web/webres_5cc83b08d42f86.60948938/themes/default/images/login/youtube.png,,,,,,,,,,OrangeHRM on youtube
67,4,2586,"<html:script xmlns:html=""http://www.w3.org/1999/xhtml"" type=""text/javascript"">",78,html:script,"['type=""text/javascript""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,text/javascript,,,,,,,,,,,
68,2,3653,"<html:script xmlns:html=""http://www.w3.org/1999/xhtml"" type=""text/javascript"">",78,html:script,"['type=""text/javascript""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,text/javascript,,,,,,,,,,,
